par_id,paragraph,has_entity,lexicon_count,difficult_words,last_editor_gender,category,text_clarity,preprocessed_paragraph
1.03791E+12,"In 2015, the relative performance of Global and Local  attention model architectures were assessed by Luong et al, a mixed attention architecture found to improve on the translations offered by Bahdanau's architecture, while the use of a local attention architecture reduced translation time. In 2016, Google Translate gradually replaced the older statistical machine translation approach with the newer neural-networks-based approach that included a seq2seq model combined by LSTM and the ""additive"" kind of attention mechanism. They achieved a higher level of performance than the statistical approach, which took ten years to develop, in only nine months.In 2017, the original  encoder-decoder transformer model with a faster  attention mechanism was proposed in the ""Attention is all you need"" paper. As the model had difficulties converging, it was suggested that the learning rate should be linearly scaled up from 0 to maximal value for the first part of the training . The intent of the transformer model is to take a seq2seq model and remove its recurrent neural networks, but preserve its additive attention mechanism.",ORG_YES_PRODUCT_NO_PERSON_NO_,171,45,woman,artificial intelligence,clear_enough,"2015 , rel perform global local attent model architectur assess luong et al , mix attent architectur found improv translat offer bahdanau 's architectur , use local attent architectur reduc translat time . 2016 , googl translat gradual replac older statist machin translat approach newer neural-networks-bas approach includ seq2seq model combin lstm `` addit '' kind attent mechan . achiev higher level perform statist approach , took ten year develop , nine months.in 2017 , origin encoder-decod transform model faster attent mechan propos `` attent need '' paper . model difficulti converg , suggest learn rate linearli scale 0 maxim valu first part train . intent transform model take seq2seq model remov recurr neural network , preserv addit attent mechan ."
1.10509E+11,"text: text. In versions of AppleScript before 2.0  the text class was distinct from string and Unicode text, and the three behaved somewhat differently; in 2.0  and later, they are all synonyms and all text is handled as being UTF-16 -encoded.",ORG_NO_PRODUCT_YES_PERSON_NO_,41,11,man,programming,clear_enough,"text : text . version applescript 2.0 text class distinct string unicod text , three behav somewhat differ ; 2.0 later , synonym text handl utf-16 -encod ."
1.09181E+11,"Herschel died at Observatory House, Windsor Road, Slough, Buckinghamshire, and is buried at nearby St Laurence's Church, Upton. He died in his 84th year, which is the same number of years Uranus takes to orbit the Sun. His son John Herschel also became a famous astronomer. His sister Caroline returned to Hanover, Germany after the death of her brother. She died on 9 January 1848 at the age of 97.",ORG_YES_PRODUCT_NO_PERSON_YES_,70,12,man,biographies,clear_enough,"herschel die observatori hous , windsor road , slough , buckinghamshir , buri nearbi st laurenc 's church , upton . die 84th year , number year uranu take orbit sun . son john herschel also becam famou astronom . sister carolin return hanov , germani death brother . die 9 januari 1848 age 97 ."
1.96502E+11,"Let us weigh the gain and the loss in wagering that God is. Let us estimate these two chances. If you gain, you gain all; if you lose, you lose nothing",ORG_NO_PRODUCT_NO_PERSON_NO_,31,2,man,philosophy,clear_enough,"let us weigh gain loss wager god . let us estim two chanc . gain , gain ; lose , lose noth"
6.74015E+11,"A.I. Artificial Intelligence, or A.I., is a 2001 American science fiction drama movie directed by Steven Spielberg. The screenplay was by Spielberg based on the 1969 short story ""Supertoys Last All Summer Long"" by Brian Aldiss. ",ORG_YES_PRODUCT_NO_PERSON_YES_,36,11,man,movies about artificial intelligence,clear_enough,"a.i . artifici intellig , a.i. , 2001 american scienc fiction drama movi direct steven spielberg . screenplay spielberg base 1969 short stori `` supertoy last summer long '' brian aldiss ."
8.04796E+11,"In July 2016, a collaboration between DeepMind and Moorfields Eye Hospital was announced to develop AI applications for healthcare. DeepMind would be applied to the analysis of anonymised eye scans, searching for early signs of diseases leading to blindness.",ORG_YES_PRODUCT_YES_PERSON_NO_,39,13,man,artificial intelligence,clear_enough,"juli 2016 , collabor deepmind moorfield eye hospit announc develop ai applic healthcar . deepmind would appli analysi anonymis eye scan , search earli sign diseas lead blind ."
1.83877E+11,"Thomson constructed a Crookes tube with an electrometer set to one side, out of the direct path of the cathode rays. Thomson could trace the path of the ray by observing the phosphorescent patch it created where it hit the surface of the tube. Thomson observed that the electrometer registered a charge only when he deflected the cathode ray to it with a magnet. He concluded that the negative charge and the rays were one and the same.",ORG_YES_PRODUCT_NO_PERSON_YES_,78,13,man,biographies,clear_enough,"thomson construct crook tube electromet set one side , direct path cathod ray . thomson could trace path ray observ phosphoresc patch creat hit surfac tube . thomson observ electromet regist charg deflect cathod ray magnet . conclud neg charg ray one ."
98456006140,"here are no such things as good positive reasons; nor do we need such things  But  obviously cannot quite bring  to believe that this is my opinion, let alone that it is right. ",ORG_NO_PRODUCT_NO_PERSON_NO_,33,4,man,biographies,not_clear_enough,"thing good posit reason ; need thing obvious quit bring believ opinion , let alon right ."
1.10509E+11,"constant: a constant value. There are a number of language-defined constants, such as pi, tab, and linefeed.",ORG_NO_PRODUCT_NO_PERSON_NO_,17,4,man,programming,not_clear_enough,"constant : constant valu . number language-defin constant , pi , tab , linefe ."
5.27002E+11,"The twenty-first century brought further exploration, including Jonathan Safran Foer's Everything is Illuminated  and many of the short stories of American author Brendan Connell.",ORG_YES_PRODUCT_NO_PERSON_YES_,24,7,man,philosophy,not_clear_enough,"twenty-first centuri brought explor , includ jonathan safran foer 's everyth illumin mani short stori american author brendan connel ."
48005005048," He is a director of the Web Science Research Initiative  and a member of the advisory board of the MIT Center for Collective Intelligence. In 2011, he was named as a member of the board of trustees of the Ford Foundation. He is a founder and president of the Open Data Institute and is currently an advisor at social network MeWe. In 2004, Berners-Lee was knighted by Queen Elizabeth II for his pioneering work. He received the 2016 Turing Award ""for inventing the World Wide Web, the first web browser, and the fundamental protocols and algorithms allowing the Web to scale"". He was named in Time magazine's list of the 100 Most Important People of the 20th century and has received a number of other accolades for his invention.",ORG_YES_PRODUCT_NO_PERSON_YES_,129,31,woman,biographies,clear_enough,"director web scienc research initi member advisori board mit center collect intellig . 2011 , name member board truste ford foundat . founder presid open data institut current advisor social network mew . 2004 , berners-le knight queen elizabeth ii pioneer work . receiv 2016 ture award `` invent world wide web , first web browser , fundament protocol algorithm allow web scale '' . name time magazin 's list 100 import peopl 20th centuri receiv number accolad invent ."
60431000736,"Kant's idea of the categorical imperative would say that Thirsty Man made the right choice, for the right reasons, and he made those ethical decisions in a logical way. ",ORG_NO_PRODUCT_NO_PERSON_YES_,29,6,man,philosophy,not_clear_enough,"kant 's idea categor imper would say thirsti man made right choic , right reason , made ethic decis logic way ."
6.72629E+11,"In Cratylus, Plato writes:But if the very nature of knowledge changes, at the time when the change occurs there will be no knowledge, and, according to this view, there will be no one to know and nothing to be known: but if that which knows and that which is known exist ever, and the beautiful and the good and every other thing also exist, then I do not think that they can resemble a process of flux, as we were just now supposing.",ORG_NO_PRODUCT_NO_PERSON_YES_,83,9,man,philosophy,not_clear_enough,"cratylu , plato write : natur knowledg chang , time chang occur knowledg , , accord view , one know noth known : know known exist ever , beauti good everi thing also exist , think resembl process flux , suppos ."
9.96443E+11,"A recent scholarly study points out that, while Richard Hooker's Law of Ecclesiastical Polity has a reputation as ""the classic depiction of the English via media based upon the sound triumvirate of scripture, reason and tradition"", the actual term via media nowhere appears in the work .Hooker's work concerned the form of Protestant church government as an argument against the extreme advocates of Puritanism, arguing that elements of Church of England practice condemned by the Puritans, in particular the Book of Common Prayer and the institution of bishops, are proper and accord with Scripture.",ORG_YES_PRODUCT_NO_PERSON_YES_,94,31,woman,philosophy,not_clear_enough,"recent scholarli studi point , richard hooker 's law ecclesiast politi reput `` classic depict english via media base upon sound triumvir scriptur , reason tradit '' , actual term via media nowher appear work .hooker 's work concern form protest church govern argument extrem advoc puritan , argu element church england practic condemn puritan , particular book common prayer institut bishop , proper accord scriptur ."
4492003633,Factor analysis – a method to construct models describing a data set of observed variables in terms of a smaller set of unobserved variables ,ORG_NO_PRODUCT_NO_PERSON_NO_,23,10,woman,philosophy,not_clear_enough,factor analysi – method construct model describ data set observ variabl term smaller set unobserv variabl
4492003627,"James Gow uses a similar argument as Cajori, with the following clarification, in his A Short History of Greek Mathematics :",ORG_NO_PRODUCT_NO_PERSON_YES_,20,6,man,philosophy,not_clear_enough,"jame gow use similar argument cajori , follow clarif , short histori greek mathemat :"
9.98224E+11,"While operations like extend are reversed, however, a comonad does not reverse functions it acts on, and consequently, comonads are still functors with map, not cofunctors.",ORG_NO_PRODUCT_NO_PERSON_NO_,26,10,man,programming,not_clear_enough,"oper like extend revers , howev , comonad revers function act , consequ , comonad still functor map , cofunctor ."
1.00627E+12,"The list of specific changes  is fairly brief, but the resultant shift is almost total.  No longer could the  professor function as a defender of the faith or an expounder of Truth. The new philosopher had to be a leader of inquires and a publicizer of results. This shift was made obvious when certified  philosophy Ph.D.'s replaced theology graduates and ministers in the philosophy classroom.",ORG_NO_PRODUCT_NO_PERSON_NO_,65,19,woman,philosophy,not_clear_enough,"list specif chang fairli brief , result shift almost total . longer could professor function defend faith expound truth . new philosoph leader inquir public result . shift made obviou certifi philosophi ph.d. 's replac theolog graduat minist philosophi classroom ."
6360003848,"Finding a provably correct or optimal solution is intractable for many important problems. Soft computing is a set of techniques, including genetic algorithms, fuzzy logic and neural networks, that are tolerant of imprecision, uncertainty, partial truth and approximation. Soft computing was introduced in the late 1980s and most successful AI programs in the 21st century are examples of soft computing with neural networks.",ORG_YES_PRODUCT_NO_PERSON_YES_,63,24,woman,artificial intelligence,not_clear_enough,"find provabl correct optim solut intract mani import problem . soft comput set techniqu , includ genet algorithm , fuzzi logic neural network , toler imprecis , uncertainti , partial truth approxim . soft comput introduc late 1980 success ai program 21st centuri exampl soft comput neural network ."
7.20912E+11,"Automate sending user input and keystrokes to apps, as well as to individual controls within an app",ORG_NO_PRODUCT_NO_PERSON_YES_,17,8,man,programming,not_clear_enough,"autom send user input keystrok app , well individu control within app"
4076003548,"The second version appeared later in Turing's 1950 paper. Similar to the original imitation game test, the role of player A is performed by a computer. However, the role of player B is performed by a man rather than a woman.",ORG_NO_PRODUCT_NO_PERSON_NO_,41,9,man,artificial intelligence,not_clear_enough,"second version appear later ture 's 1950 paper . similar origin imit game test , role player perform comput . howev , role player b perform man rather woman ."
8.82614E+11,"AlphaZero is the computer program developed by artificial intelligence research company DeepMind. It plays the games of chess, shogi and go better than humans can. ",ORG_NO_PRODUCT_YES_PERSON_NO_,25,10,man,artificial intelligence,clear_enough,"alphazero comput program develop artifici intellig research compani deepmind . play game chess , shogi go better human ."
9.33532E+11,"The Singularity is Near: When Humans Transcend Biology  is a book about artificial intelligence by Ray Kurzweil. He describes his law of accelerating returns. This predicts an exponential increase in the power of such technologies as computers, genetic engineering, nanotechnology, robotics and artificial intelligence. ",ORG_NO_PRODUCT_NO_PERSON_YES_,44,18,man,artificial intelligence,not_clear_enough,"singular near : human transcend biolog book artifici intellig ray kurzweil . describ law acceler return . predict exponenti increas power technolog comput , genet engin , nanotechnolog , robot artifici intellig ."
9.33533E+11,"Kurzweil opens by explaining that the frequency of universe-wide events has been slowing down since the Big Bang while evolution has been reaching important milestones at an ever-increasing pace. This is not a paradox, he writes, entropy  is increasing overall, but local pockets of increasing order are flourishing. Kurzweil explains how biological evolution leads to technology which leads to computation which leads to Moore's law.Kurzweil unveils several laws of his own related to this progression, leading up to his law of accelerating returns which says time speeds up as order increases. He believes Moore's law will end ""by the year 2020"" but that the law of accelerating returns mandates progress will continue to accelerate, therefore some replacement technology will be discovered or perfected to carry on the exponential growth.",ORG_YES_PRODUCT_NO_PERSON_NO_,129,34,man,artificial intelligence,not_clear_enough,"kurzweil open explain frequenc universe-wid event slow sinc big bang evolut reach import mileston ever-increas pace . paradox , write , entropi increas overal , local pocket increas order flourish . kurzweil explain biolog evolut lead technolog lead comput lead moor 's law.kurzweil unveil sever law relat progress , lead law acceler return say time speed order increas . believ moor 's law end `` year 2020 '' law acceler return mandat progress continu acceler , therefor replac technolog discov perfect carri exponenti growth ."
9.46053E+11,APS built a library on the site in 1958 and recreated the facade of the old LCP building.,ORG_YES_PRODUCT_NO_PERSON_NO_,18,2,woman,philosophy,not_clear_enough,ap built librari site 1958 recreat facad old lcp build .
1.41864E+11,"With the release of Flash 4 in 1999, this simple set of actions became a small scripting language. New capabilities introduced for Flash 4 included variables, expressions, operators, if statements, and loops. Although referred to internally as ""ActionScript"", the Flash 4 user manual and marketing documents continued to use the term ""actions"" to describe this set of commands.",ORG_YES_PRODUCT_YES_PERSON_YES_,58,20,man,programming,clear_enough,"releas flash 4 1999 , simpl set action becam small script languag . new capabl introduc flash 4 includ variabl , express , oper , statement , loop . although refer intern `` actionscript '' , flash 4 user manual market document continu use term `` action '' describ set command ."
6.57766E+11,"The first of these series of experiments was designed to satisfy a contemporary dispute between physiologists, concerning the origin of the influence exercised over blood vessel diameter  by the sympathetic nervous system. The dispute began when Albrecht von Haller formulated a new theory known as Sensibility and Irritability in his 1752 thesis De partibus corporis humani sensibilibus et irritabilibus. The dispute had been debated since the middle of the 18th century. Haller put forward the view that contractability was a power inherent in the tissues which possessed it, and was fundamental fact of physiology. It concerned the property of irratability, the supposed automatic response of muscular tissue, especially visceral tissue, to external stimulus, that caused them to contract when stimulated. Even as late as 1853, highly respected textbooks, for example William Benjamin Carpenter Principles of Human Physiology stated the doctrine of 'irritability' was a fact beyond dispute.",ORG_YES_PRODUCT_NO_PERSON_YES_,147,59,man,biographies,not_clear_enough,"first seri experi design satisfi contemporari disput physiologist , concern origin influenc exercis blood vessel diamet sympathet nervou system . disput began albrecht von haller formul new theori known sensibl irrit 1752 thesi de partibu corpori humani sensibilibu et irritabilibu . disput debat sinc middl 18th centuri . haller put forward view contract power inher tissu possess , fundament fact physiolog . concern properti irrat , suppos automat respons muscular tissu , especi viscer tissu , extern stimulu , caus contract stimul . even late 1853 , highli respect textbook , exampl william benjamin carpent principl human physiolog state doctrin 'irrit ' fact beyond disput ."
4.02868E+11,"In this code example, the registers of the x86-64 processor are named and manipulated directly. The function loads its 32-bit argument from %edi in accordance to the System V application binary interface for x86-64 and performs its calculation by manipulating values in the %eax, %ecx, %esi, and %edi registers until it has finished and returns. Note that in this assembly language, there is no concept of returning a value. The result having been stored in the %eax register, again in accordance with System V application binary interface, the ret instruction simply removes the top 64-bit element on the stack and causes the next instruction to be fetched from that location , with the result of the function being stored in %eax. x86-64 assembly language imposes no standard for passing values to a function or returning values from a function ; those are defined by an application binary interface, such as the System V ABI for a particular instruction set.",ORG_YES_PRODUCT_NO_PERSON_NO_,157,34,man,programming,clear_enough,"code exampl , regist x86-64 processor name manipul directli . function load 32-bit argument % edi accord system v applic binari interfac x86-64 perform calcul manipul valu % eax , % ecx , % esi , % edi regist finish return . note assembl languag , concept return valu . result store % eax regist , accord system v applic binari interfac , ret instruct simpli remov top 64-bit element stack caus next instruct fetch locat , result function store % eax . x86-64 assembl languag impos standard pass valu function return valu function ; defin applic binari interfac , system v abi particular instruct set ."
6.96191E+11,"Due to type inference, the type of variables, function return values, and many other expressions can typically be omitted, as the compiler can deduce it. Examples are val x = ""foo""  or var x = 1.5 . Type inference in Scala is essentially local, in contrast to the more global Hindley-Milner algorithm used in Haskell, ML and other more purely functional languages. This is done to facilitate object-oriented programming. The result is that certain types still need to be declared , e.g.",ORG_YES_PRODUCT_NO_PERSON_NO_,78,26,man,programming,not_clear_enough,"due type infer , type variabl , function return valu , mani express typic omit , compil deduc . exampl val x = `` foo '' var x = 1.5 . type infer scala essenti local , contrast global hindley-miln algorithm use haskel , ml pure function languag . done facilit object-ori program . result certain type still need declar , e.g ."
7733000311,Evil means something which is morally bad or wicked. It is the opposite of good. People may say that an action which hurts people or breaks certain rules such as the Ten Commandments is evil. A person or a group that does evil things may also be called evil.,ORG_NO_PRODUCT_NO_PERSON_NO_,49,4,woman,philosophy,not_clear_enough,evil mean someth moral bad wick . opposit good . peopl may say action hurt peopl break certain rule ten command evil . person group evil thing may also call evil .
4.49839E+11,"When the lander was first considered 'lost' a number of possible explanations were given by David Southwood, ESA's director of Science. The commission inquiring into the mission's apparent failure also apportioned blame towards Pillinger's management of the overall project as a contributing factor. In response, in his autobiography, Professor Pillinger highlighted a lack of support from key figures at ESA as a factor.",ORG_YES_PRODUCT_NO_PERSON_YES_,63,22,man,biographies,clear_enough,"lander first consid 'lost ' number possibl explan given david southwood , esa 's director scienc . commiss inquir mission 's appar failur also apport blame toward pilling 's manag overal project contribut factor . respons , autobiographi , professor pilling highlight lack support key figur esa factor ."
2.88645E+11,"In 1959 Medawar was invited by the BBC to present the broadcaster's annual Reith Lectures—following in the footsteps of his colleague, J. Z. Young, who was Reith Lecturer in 1950. For his own series of six radio broadcasts, titled The Future of Man, Medawar examined how the human race might continue to evolve.",ORG_YES_PRODUCT_NO_PERSON_YES_,53,15,woman,biographies,clear_enough,"1959 medawar invit bbc present broadcast 's annual reith lectures—follow footstep colleagu , j . z . young , reith lectur 1950 . seri six radio broadcast , titl futur man , medawar examin human race might continu evolv ."
56349005528,"Often, the same algorithm can be expressed in Lisp in either an imperative or a functional style. As noted above, Scheme tends to favor the functional style, using tail recursion and continuations to express control flow. However, imperative style is still quite possible. The style preferred by many Common Lisp programmers may seem more familiar to programmers used to structured languages such as C, while that preferred by Schemers more closely resembles pure-functional languages such as Haskell.",ORG_YES_PRODUCT_NO_PERSON_NO_,77,18,man,programming,clear_enough,"often , algorithm express lisp either imper function style . note , scheme tend favor function style , use tail recurs continu express control flow . howev , imper style still quit possibl . style prefer mani common lisp programm may seem familiar programm use structur languag c , prefer schemer close resembl pure-funct languag haskel ."
19980004599,"Neural network-based artificial intelligence and fuzzy logic, when analyzed, are the same thing—the underlying logic of neural networks is fuzzy. A neural network will take a variety of valued inputs, give them different weights in relation to each other, and arrive at a decision, which normally also has a value. Nowhere in that process is there anything like the sequences of either-or decisions which characterize non-fuzzy mathematics, almost all of computer programming, and digital electronics. In the 1980s, researchers were divided about the most effective approach to machine learning: deductive models or neural networks. The former approach requires large decision trees and uses binary logic, matching the hardware on which it runs. The physical devices might be limited to binary logic, but AI can use software for its calculations. Neural networks take this approach, which results in more accurate models of complex situations. Neural networks soon found their way onto a multitude of electronic devices.",ORG_YES_PRODUCT_NO_PERSON_NO_,155,46,woman,artificial intelligence,clear_enough,"neural network-bas artifici intellig fuzzi logic , analyz , thing—th underli logic neural network fuzzi . neural network take varieti valu input , give differ weight relat , arriv decis , normal also valu . nowher process anyth like sequenc either-or decis character non-fuzzi mathemat , almost comput program , digit electron . 1980 , research divid effect approach machin learn : deduct model neural network . former approach requir larg decis tree use binari logic , match hardwar run . physic devic might limit binari logic , ai use softwar calcul . neural network take approach , result accur model complex situat . neural network soon found way onto multitud electron devic ."
4.5138E+11,"He continued to live in Corpus Christi College and, in 1824, he became president of the Geological Society of London. Here he announced the discovery, at Stonesfield, of fossil bones of a giant reptile which he named Megalosaurus  and wrote the first full account of what would later be called a dinosaur.",ORG_YES_PRODUCT_NO_PERSON_YES_,52,14,woman,biographies,not_clear_enough,"continu live corpu christi colleg , 1824 , becam presid geolog societi london . announc discoveri , stonesfield , fossil bone giant reptil name megalosauru wrote first full account would later call dinosaur ."
1.10509E+11,"script: a script object. Script objects are containers for scripts. Every AppleScript creates a script object when run, and script objects may be created within AppleScripts.",ORG_YES_PRODUCT_YES_PERSON_NO_,26,8,man,programming,not_clear_enough,"script : script object . script object contain script . everi applescript creat script object run , script object may creat within applescript ."
2.91687E+11,"In 1945, Hodgkin and her colleagues, including biochemist Barbara Low, solved the structure of penicillin, demonstrating, contrary to scientific opinion at the time, that it contains a β-lactam ring. The work was not published until 1949.",ORG_NO_PRODUCT_NO_PERSON_YES_,36,13,man,biographies,not_clear_enough,"1945 , hodgkin colleagu , includ biochemist barbara low , solv structur penicillin , demonstr , contrari scientif opinion time , contain β-lactam ring . work publish 1949 ."
1.03791E+12,"Transformers are used in large language models for autoregressive sequence generation: generating a stream of text, one token at a time. However, in most settings, decoding from a language models is memory-bound, meaning that we have spare compute power available. Speculative decoding uses this spare compute power by computing several tokens in parallel. Similarly to speculative execution in CPUs, future tokens are computed concurrently, by speculating on the value of previous tokens, and are later discarded if it turns out the speculation was incorrect. ",ORG_NO_PRODUCT_NO_PERSON_NO_,84,29,woman,artificial intelligence,not_clear_enough,"transform use larg languag model autoregress sequenc gener : gener stream text , one token time . howev , set , decod languag model memory-bound , mean spare comput power avail . specul decod use spare comput power comput sever token parallel . similarli specul execut cpu , futur token comput concurr , specul valu previou token , later discard turn specul incorrect ."
44742004954," His learning RNN was popularised by John Hopfield in 1982.Warren McCulloch and Walter Pitts  also considered a non-learning computational model for neural networks. In the late 1940s, D. O. Hebb created a learning hypothesis based on the mechanism of neural plasticity that became known as Hebbian learning. Farley and Wesley A. Clark  first used computational machines, then called ""calculators"", to simulate a Hebbian network. In 1958, psychologist Frank Rosenblatt invented the perceptron, the first implemented artificial neural network, funded by the United States Office of Naval Research.",ORG_YES_PRODUCT_NO_PERSON_YES_,87,30,non-binary,artificial intelligence,clear_enough,"learn rnn popularis john hopfield 1982.warren mcculloch walter pitt also consid non-learn comput model neural network . late 1940 , d. o. hebb creat learn hypothesi base mechan neural plastic becam known hebbian learn . farley wesley a. clark first use comput machin , call `` calcul '' , simul hebbian network . 1958 , psychologist frank rosenblatt invent perceptron , first implement artifici neural network , fund unit state offic naval research ."
5.31004E+11,Since the end of the browsers wars new browsers have been released. Many of these are open source meaning that they tend to have faster development and are more supportive of new standards. The new options are considered by many to be better than Microsoft's Internet Explorer.,ORG_YES_PRODUCT_NO_PERSON_NO_,47,10,man,programming,not_clear_enough,sinc end browser war new browser releas . mani open sourc mean tend faster develop support new standard . new option consid mani better microsoft 's internet explor .
5.64597E+11,"Big data is a term used for certain database systems. It is used for a number of technologies which help to organize, gather and analyse data. ",ORG_NO_PRODUCT_NO_PERSON_NO_,26,6,man,artificial intelligence,clear_enough,"big data term use certain databas system . use number technolog help organ , gather analys data ."
9.23675E+11,"Users can press the default C-x 2 key binding to open a new window. This runs the Emacs Lisp function split-window-below. Normally, when the new window appears, it displays the same buffer as the previous one. Suppose we wish to make it display the next available buffer. In order to do this, the user writes the following Emacs Lisp code, in either an existing Emacs Lisp source file or an empty Emacs buffer:",ORG_NO_PRODUCT_YES_PERSON_NO_,73,12,man,programming,not_clear_enough,"user press default c-x 2 key bind open new window . run emac lisp function split-window-below . normal , new window appear , display buffer previou one . suppos wish make display next avail buffer . order , user write follow emac lisp code , either exist emac lisp sourc file empti emac buffer :"
3.68829E+11,"Some paradigms look at the way the code is run, such as allowing side effects, or having to do things in a certain order. Other paradigms look at the way that code is grouped, such as putting code into one or two pieces . Some other paradigms look at the order and pieces that make the program the way it is.",ORG_NO_PRODUCT_NO_PERSON_NO_,60,4,non-binary,programming,clear_enough,"paradigm look way code run , allow side effect , thing certain order . paradigm look way code group , put code one two piec . paradigm look order piec make program way ."
8.54481E+11,"There was no continuity in the Charvaka tradition after the 12th century. Whatever is written on Charvaka post this is based on second-hand knowledge, learned from preceptors to disciples and no independent works on Charvaka philosophy can be found. Chatterjee and Datta explain that our understanding of Charvaka philosophy is fragmentary, based largely on criticism of its ideas by other schools, and that it is not a living tradition:",ORG_NO_PRODUCT_NO_PERSON_YES_,69,16,woman,philosophy,not_clear_enough,"continu charvaka tradit 12th centuri . whatev written charvaka post base second-hand knowledg , learn preceptor discipl independ work charvaka philosophi found . chatterje datta explain understand charvaka philosophi fragmentari , base larg critic idea school , live tradit :"
8.31528E+11,"Stride controls how depth columns around the width and height are allocated. If the stride is 1, then we move the filters one pixel at a time. This leads to heavily overlapping receptive fields between the columns, and to large output volumes. For any integer ",ORG_NO_PRODUCT_NO_PERSON_NO_,45,11,man,artificial intelligence,clear_enough,"stride control depth column around width height alloc . stride 1 , move filter one pixel time . lead heavili overlap recept field column , larg output volum . integ"
44742004977,"While it is possible to define a cost function ad hoc, frequently the choice is determined by the function's desirable properties  or because it arises from the model .",ORG_NO_PRODUCT_NO_PERSON_NO_,28,9,man,artificial intelligence,clear_enough,"possibl defin cost function ad hoc , frequent choic determin function 's desir properti aris model ."
1.99756E+11,"Wallace did extensive fieldwork, starting in the Amazon River basin. He then did fieldwork in the Malay Archipelago, where he identified the faunal divide now termed the Wallace Line, which separates the Indonesian archipelago into two distinct parts: a western portion in which the animals are largely of Asian origin, and an eastern portion where the fauna reflect Australasia. He was considered the 19th century's leading expert on the geographical distribution of animal species, and is sometimes called the ""father of biogeography"", or more specifically of zoogeography.Wallace was one of the leading evolutionary thinkers of the 19th century, working on warning coloration in animals and reinforcement , a way that natural selection could contribute to speciation by encouraging the development of barriers against hybridisation. Wallace's 1904 book Man's Place in the Universe was the first serious attempt by a biologist to evaluate the likelihood of life on other planets.",ORG_YES_PRODUCT_NO_PERSON_YES_,148,49,man,biographies,clear_enough,"wallac extens fieldwork , start amazon river basin . fieldwork malay archipelago , identifi faunal divid term wallac line , separ indonesian archipelago two distinct part : western portion anim larg asian origin , eastern portion fauna reflect australasia . consid 19th centuri 's lead expert geograph distribut anim speci , sometim call `` father biogeographi '' , specif zoogeography.wallac one lead evolutionari thinker 19th centuri , work warn color anim reinforc , way natur select could contribut speciat encourag develop barrier hybridis . wallac 's 1904 book man 's place univers first seriou attempt biologist evalu likelihood life planet ."
6.25485E+11,"Amazon Alexa or Alexa is a virtual assistant technology largely based on a Polish speech synthesizer named Ivona, bought by Amazon in 2013. It was first used in the Amazon Echo smart speaker and the Echo Dot, Echo Studio and Amazon Tap speakers developed by Amazon Lab126. It is capable of natural language processing  for tasks such as voice interaction, music playback, creating to-do lists, setting alarms, streaming podcasts, playing audiobooks, providing weather, traffic, sports, other real-time information and news. Alexa can also control several smart devices as a home automation system. Alexa capabilities may be extended by installing ""skills""  such as weather programs and audio features. It performs these tasks using automatic speech recognition, NLP, and other forms of weak AI.Most devices with Alexa allow users to activate the device using a wake-word ; other devices  require the user to click a button to activate Alexa's listening mode, although, some phones also allow a user to say a command, such as ""Alexa"" or ""Alexa wake"".",ORG_YES_PRODUCT_NO_PERSON_YES_,165,43,man,artificial intelligence,clear_enough,"amazon alexa alexa virtual assist technolog larg base polish speech synthes name ivona , bought amazon 2013 . first use amazon echo smart speaker echo dot , echo studio amazon tap speaker develop amazon lab126 . capabl natur languag process task voic interact , music playback , creat to-do list , set alarm , stream podcast , play audiobook , provid weather , traffic , sport , real-tim inform news . alexa also control sever smart devic home autom system . alexa capabl may extend instal `` skill '' weather program audio featur . perform task use automat speech recognit , nlp , form weak ai.most devic alexa allow user activ devic use wake-word ; devic requir user click button activ alexa 's listen mode , although , phone also allow user say command , `` alexa '' `` alexa wake '' ."
